courseNum,courseName,profName,1reg,1quota,2reg,2quota,3reg,3quota,4reg,4quota,exreg,exquota,totalreg,totalquota,reg,quota
ARCH439-00, 빌딩시스템(영강),Santiago-Porras Alvarez ARCH439-00,0,none,0,none,1,none,54,none,1,6,56,42 + 6,55,42
ARCH441-00, 건축설계실무(영강),원정연 ARCH441-00,0,none,0,none,3,none,50,none,1,6,54,42 + 6,53,42
ARCH443-00, 건축마케팅(영강),Daniel Oh ARCH443-00,0,none,0,none,0,none,11,none,0,4,11,30 + 4,11,30
ARCH449-01, 건축설계Ⅶ(캡스톤디자인)(영강),원정연 ARCH449-01,0,none,0,none,0,none,16,none,0,1,16,9 + 1,16,9
ARCH449-02, 건축설계Ⅶ(캡스톤디자인),이민화 ARCH449-02,0,none,0,none,0,none,6,none,0,0,6,10 + 0,6,10
ARCH449-03, 건축설계Ⅶ(캡스톤디자인)(영강),YI CHONG KUL ARCH449-03,0,none,0,none,0,none,11,none,1,1,12,9 + 1,11,9
ARCH449-04, 건축설계Ⅶ(캡스톤디자인),"고광석,홍택 ARCH449-04",0,none,0,none,0,none,21,none,0,0,21,10 + 0,21,10
ARCH449-05, 건축설계Ⅶ(캡스톤디자인)(영강),"권경은,박상욱 ARCH449-05",0,none,0,none,0,none,6,none,0,1,6,9 + 1,6,9
ARCH455-00, 공학현장실습Ⅰ(인턴십),김현섭 ARCH455-00,0,none,0,none,0,none,0,none,0,0,0,0 + 0,0,0
TEEN301-00, 혁신성장미래트렌드,한관수 TEEN301-00,1,none,1,none,2,none,1,none,0,2,5,58 + 2,5,58
TEEN306-00, 기술창업전략,정경희 TEEN306-00,1,none,1,none,3,none,2,none,0,2,7,58 + 2,7,58
TEEN311-00, 창업현장실습Ⅰ,주영규 TEEN311-00,0,none,0,none,0,none,0,none,0,1,0,30 + 1,0,30
TEEN312-00, 창업현장실습Ⅱ,주영규 TEEN312-00,1,none,0,none,1,none,1,none,0,1,3,30 + 1,3,30
CHBE207-01, 물리화학,안동준 CHBE207-01,1,none,0,none,2,none,0,none,0,3,3,65 + 3,3,65
CHBE207-02, 물리화학(영강),이기봉 CHBE207-02,2,none,70,none,39,none,11,none,1,9,123,65 + 9,122,65
CHBE211-01, 공학수학I,조진한 CHBE211-01,2,none,46,none,18,none,6,none,0,2,72,58 + 2,72,58
CHBE211-02, 공학수학I(영강),유승호 CHBE211-02,4,none,33,none,14,none,8,none,1,8,60,58 + 8,59,58
CHBE223-00, 유기화학Ⅰ,방준하 CHBE223-00,2,none,72,none,24,none,11,none,0,6,109,120 + 6,109,120
CHBE308-00, 반도체화학공정,김지현 CHBE308-00,0,none,3,none,44,none,39,none,0,2,86,50 + 2,86,50
CHBE317-00, 지식경영Ⅰ,이기봉 CHBE317-00,0,0,6,0,66,25,59,25,0,2,131,50 + 2,131,50
CHBE323-01, 열및물질전달(영강),이기봉 CHBE323-01,0,none,11,none,73,none,30,none,1,7,115,50 + 7,114,50
CHBE323-02, 열및물질전달(영강), CHBE323-02,0,none,3,none,9,none,4,none,1,7,17,50 + 7,16,50
CHBE327-01, 반응공학,이관영 CHBE327-01,0,none,12,none,76,none,14,none,1,2,103,54 + 2,102,54
CHBE327-02, 반응공학(영강),최정규 CHBE327-02,0,none,0,none,2,none,0,none,1,8,3,54 + 8,2,54
CHBE329-00, 수치해석,정현욱 CHBE329-00,0,none,1,none,28,none,12,none,0,2,41,50 + 2,41,50
CHBE339-00, 미생물생명공학,이지원 CHBE339-00,0,none,1,none,13,none,7,none,0,3,21,60 + 3,21,60
CHBE342-00, 화공재료과학,하정숙 CHBE342-00,0,none,5,none,29,none,19,none,0,2,53,50 + 2,53,50
CHBE343-00, 응용생화학,오민규 CHBE343-00,0,none,4,none,14,none,7,none,0,2,25,50 + 2,25,50
CHBE345-00, 화공생명공학연구방법및동향,최정규 CHBE345-00,0,0,10,0,88,100,16,0,0,5,114,100 + 5,114,100
CHBE347-00, 고분자화학(영강),Anzarul Haque Khan CHBE347-00,0,none,4,none,49,none,19,none,1,7,73,50 + 7,72,50
CHBE406-00, 생물분리공정,김승욱 CHBE406-00,0,none,0,none,3,none,10,none,1,2,14,50 + 2,13,50
CHBE413-00, 의생명화학공학,심상준 CHBE413-00,0,none,2,none,21,none,21,none,1,2,45,50 + 2,44,50
CHBE414-00, 효소공학(영강),김중배 CHBE414-00,1,none,0,none,6,none,15,none,1,3,23,25 + 3,22,25
CHBE417-00, 공정및제품설계,강정원 CHBE417-00,0,none,1,none,18,none,69,none,0,3,88,75 + 3,88,75
CHBE428-00, 유변학및고분자가공,김종엽 CHBE428-00,0,none,1,none,12,none,23,none,0,2,36,50 + 2,36,50
CHBE471-01, 화공생명공학실험Ⅱ,김승욱 CHBE471-01,0,none,0,none,8,none,16,none,0,0,24,10 + 0,24,10
CHBE471-02, 화공생명공학실험Ⅱ,이관영 CHBE471-02,0,none,0,none,5,none,19,none,0,0,24,10 + 0,24,10
CHBE471-03, 화공생명공학실험Ⅱ,양대륙 CHBE471-03,0,none,0,none,4,none,13,none,0,0,17,10 + 0,17,10
CHBE471-04, 화공생명공학실험Ⅱ,김지현 CHBE471-04,0,none,0,none,8,none,16,none,0,0,24,10 + 0,24,10
CHBE471-05, 화공생명공학실험Ⅱ,이기봉 CHBE471-05,0,none,0,none,2,none,14,none,0,0,16,10 + 0,16,10
CHBE495-00, 공정제어응용,양대륙 CHBE495-00,0,none,0,none,6,none,11,none,0,2,17,40 + 2,17,40
PHYS203-01, 전자물리학및실험(영강),강세종 PHYS203-01,2,none,20,none,10,none,3,none,1,3,36,22 + 3,35,22
PHYS203-02, 전자물리학및실험(영강),원은일 PHYS203-02,2,none,18,none,6,none,5,none,0,3,31,22 + 3,31,22
PHYS220-00, 고전역학,이정일 PHYS220-00,4,none,39,none,7,none,1,none,0,4,51,80 + 4,51,80
PHYS233-00, 수리물리학,박규환 PHYS233-00,4,none,45,none,9,none,0,none,0,4,58,80 + 4,58,80
PHYS303-01, 기초물리학실험Ⅱ(영강),홍병식 PHYS303-01,0,none,3,none,9,none,3,none,0,3,15,20 + 3,15,20
PHYS303-02, 기초물리학실험Ⅱ(영강),윤태현 PHYS303-02,0,none,4,none,11,none,1,none,0,3,16,20 + 3,16,20
PHYS303-03, 기초물리학실험Ⅱ(영강),"홍병식,윤태현 PHYS303-03",0,none,2,none,0,none,2,none,0,3,4,20 + 3,4,20
PHYS331-00, 전자기학Ⅱ,최준곤 PHYS331-00,0,none,11,none,33,none,11,none,0,4,55,80 + 4,55,80
PHYS361-00, 양자역학I,이승준 PHYS361-00,0,none,15,none,32,none,6,none,0,4,53,80 + 4,53,80
PHYS433-00, 통계물리학Ⅱ(영강),고광일 PHYS433-00,0,none,0,none,4,none,5,none,0,7,9,50 + 7,9,50
PHYS451-00, 고급물리실험(영강),이상훈 PHYS451-00,0,none,0,none,5,none,6,none,1,2,12,15 + 2,11,15
PHYS461-00, 전산물리학및실습(영강),최수용 PHYS461-00,0,none,0,none,5,none,7,none,0,7,12,50 + 7,12,50
PHYS463-00, 양자정보물리학(영강),이동헌 PHYS463-00,0,none,0,none,8,none,16,none,0,7,24,50 + 7,24,50
PHYS481-00, 광학(영강),채은미 PHYS481-00,0,none,3,none,11,none,9,none,0,7,23,50 + 7,23,50
PHYS491-00, 생물물리학(영강),홍석철 PHYS491-00,1,none,1,none,6,none,11,none,1,7,20,50 + 7,19,50
MATH203-01, 이산수학(영강),김상집 MATH203-01,4,none,19,none,5,none,4,none,1,7,33,50 + 7,32,50
MATH203-02, 이산수학(영강), MATH203-02,0,none,3,none,3,none,5,none,0,7,11,50 + 7,11,50
MATH203-03, 이산수학(영강),정익래 MATH203-03,0,none,0,none,0,none,0,none,0,7,0,50 + 7,0,50
MATH211-01, 해석학Ⅰ및연습,최부림 MATH211-01,3,none,4,none,19,none,5,none,0,2,31,50 + 2,31,50
MATH211-02, 해석학Ⅰ및연습,구형운 MATH211-02,2,none,12,none,12,none,9,none,0,2,35,40 + 2,35,40
MATH211-03, 해석학Ⅰ및연습(영강),허야용 MATH211-03,0,none,38,none,0,none,0,none,0,6,38,45 + 6,38,45
MATH221-01, 선형대수Ⅰ및연습(영강),박의성 MATH221-01,3,none,9,none,10,none,6,none,1,6,29,45 + 6,28,45
MATH221-02, 선형대수Ⅰ및연습,김동균 MATH221-02,0,none,23,none,48,none,50,none,0,2,121,50 + 2,121,50
MATH221-03, 선형대수Ⅰ및연습,구형운 MATH221-03,2,none,25,none,32,none,9,none,1,2,69,40 + 2,68,40
MATH221-04, 선형대수Ⅰ및연습(영강),김홍중 MATH221-04,2,none,17,none,8,none,2,none,1,5,30,37 + 5,29,37
MATH221-05, 선형대수Ⅰ및연습(영강),최도훈 MATH221-05,0,none,36,none,0,none,0,none,3,6,39,45 + 6,36,45
MATH223-01, 정수론,김동균 MATH223-01,0,none,25,none,21,none,8,none,1,2,55,50 + 2,54,50
MATH240-01, 미분방정식및연습(영강),김홍중 MATH240-01,0,none,12,none,0,none,0,none,3,6,15,40 + 6,12,40
MATH240-02, 미분방정식및연습,박인영 MATH240-02,1,none,16,none,19,none,24,none,1,2,61,50 + 2,60,50
MATH315-01, 복소해석학I(영강),허야용 MATH315-01,0,none,9,none,57,none,35,none,1,6,102,45 + 6,101,45
MATH321-01, 대수학Ⅰ,김상집 MATH321-01,0,none,7,none,41,none,30,none,0,2,78,55 + 2,78,55
MATH331-01, 미분기하학Ⅰ,김홍찬 MATH331-01,0,none,6,none,27,none,15,none,2,2,50,50 + 2,48,50
MATH333-01, 위상수학Ⅰ,오승상 MATH333-01,0,none,13,none,59,none,17,none,0,2,89,50 + 2,89,50
MATH343-01, 확률과통계및연습,최기봉 MATH343-01,1,none,27,none,10,none,15,none,0,2,53,50 + 2,53,50
MATH453-01, 실해석학,최부림 MATH453-01,0,none,0,none,8,none,17,none,1,2,26,50 + 2,25,50
MATH458-01, 해석학특강(영강),김일두 MATH458-01,0,none,2,none,12,none,14,none,1,6,29,45 + 6,28,45
MATH481-01, 편미분방정식및연습(영강),김도윤 MATH481-01,0,none,1,none,7,none,6,none,3,6,17,45 + 6,14,45
MATH487-01, 응용수학특강(영강),김준석 MATH487-01,0,none,6,none,19,none,8,none,0,2,33,18 + 2,33,18
MATH488-01, 확률론특강,김바라 MATH488-01,0,none,0,none,3,none,6,none,0,2,9,50 + 2,9,50
EAES201-00, 지구물질과학(영강),이영재 EAES201-00,10,none,24,none,6,none,3,none,0,9,43,60 + 9,43,60
EAES203-00, 지구화학,윤성택 EAES203-00,8,none,19,none,18,none,7,none,0,3,52,60 + 3,52,60
EAES205-00, 대기화학,이미혜 EAES205-00,6,none,20,none,3,none,2,none,0,3,31,60 + 3,31,60
EAES207-00, 수리지질학(영강),이순재 EAES207-00,11,none,22,none,5,none,1,none,1,9,40,60 + 9,39,60
EAES301-00, 구조지질학,김성실 EAES301-00,0,none,4,none,21,none,10,none,0,3,35,60 + 3,35,60
EAES305-00, 변성암석학(영강),김형수 EAES305-00,0,none,2,none,13,none,7,none,0,9,22,60 + 9,22,60
EAES307-00, 퇴적시스템(영강),조석주 EAES307-00,0,none,2,none,13,none,5,none,0,9,20,60 + 9,20,60
EAES403-00, 환경과학실습(영강),"권만재,이미혜,이순재 EAES403-00",0,none,0,none,10,none,12,none,2,9,24,60 + 9,22,60
EAES407-00, 지구원소순환(영강),권만재 EAES407-00,0,none,1,none,11,none,11,none,1,9,24,60 + 9,23,60
EAES417-00, 지질방재공학(영강),조호영 EAES417-00,0,none,1,none,9,none,10,none,0,9,20,60 + 9,20,60
CHEM201-00, 물리화학Ⅰ,이상원 CHEM201-00,7,none,43,none,15,none,10,none,1,4,76,80 + 4,75,80
CHEM205-00, 유기화학Ⅰ,김종승 CHEM205-00,7,none,52,none,14,none,10,none,1,4,84,80 + 4,83,80
CHEM207-00, 분석화학I,김준곤 CHEM207-00,7,none,48,none,15,none,6,none,1,4,77,80 + 4,76,80
CHEM300-00, 전공심화연구I,박성남 CHEM300-00,0,none,0,none,7,none,10,none,0,4,17,80 + 4,17,80
CHEM305-00, 무기화학Ⅰ,이석중 CHEM305-00,0,none,9,none,31,none,9,none,1,4,50,80 + 4,49,80
CHEM307-00, 생화학Ⅰ,김학중 CHEM307-00,0,none,11,none,47,none,31,none,1,4,90,80 + 4,89,80
CHEM313-01, 물리화학실험, CHEM313-01,0,none,4,none,8,none,8,none,0,1,20,20 + 1,20,20
CHEM313-02, 물리화학실험, CHEM313-02,0,none,7,none,14,none,3,none,0,1,24,20 + 1,24,20
CHEM313-03, 물리화학실험, CHEM313-03,0,none,0,none,4,none,4,none,0,1,8,20 + 1,8,20
CHEM321-00, 양자화학(영강),정광섭 CHEM321-00,0,none,4,none,17,none,16,none,2,12,39,80 + 12,37,80
CHEM322-00, 물리유기화학(영강),천철홍 CHEM322-00,0,none,0,none,8,none,11,none,2,12,21,80 + 12,19,80
CHEM411-01, 무기화학실험, CHEM411-01,0,none,0,none,4,none,25,none,0,1,29,20 + 1,29,20
CHEM411-02, 무기화학실험, CHEM411-02,0,none,0,none,9,none,17,none,0,1,26,20 + 1,26,20
CHEM411-03, 무기화학실험, CHEM411-03,0,none,0,none,2,none,4,none,0,1,6,20 + 1,6,20
CHEM458-00, 물리화학III(영강),심상희 CHEM458-00,0,none,0,none,4,none,13,none,0,12,17,80 + 12,17,80
CHEM462-00, 고분자화학II,최동훈 CHEM462-00,0,none,0,none,1,none,2,none,1,4,4,80 + 4,3,80
CHEM469-00, 재료화학,홍창섭 CHEM469-00,0,none,0,none,3,none,10,none,0,4,13,80 + 4,13,80
ECON171-01, 경제원론I,김진영 ECON171-01,14,26,13,26,33,26,15,26,2,5,77,104 + 5,75,104
ECON171-02, 경제원론I,박만섭 ECON171-02,7,119,15,119,71,119,27,120,2,23,122,477 + 23,120,477
ECON171-03, 경제원론I,조용수 ECON171-03,11,160,19,22,24,24,10,14,0,11,64,220 + 11,64,220
ECON171-04, 경제원론I,최은철 ECON171-04,8,160,4,22,4,24,3,14,0,11,19,220 + 11,19,220
ECON171-05, 경제원론I(영강),최훈 ECON171-05,13,148,21,18,36,22,10,13,11,30,91,201 + 30,80,201
ECON172-01, 경제원론II,조성택 ECON172-01,5,26,7,26,51,26,23,26,0,5,86,104 + 5,86,104
ECON172-02, 경제원론II(영강),RYOO HEA JIN ECON172-02,5,23,29,24,31,24,17,24,2,14,84,95 + 14,82,95
ECON172-03, 경제원론II,이국헌 ECON172-03,0,34,4,34,15,34,4,34,0,6,23,136 + 6,23,136
ECON173-01, 경제수학,전병헌 ECON173-01,2,17,8,17,3,17,2,17,0,3,15,68 + 3,15,68
ECON173-02, 경제수학,김석일 ECON173-02,14,14,55,14,42,15,16,15,1,2,128,58 + 2,127,58
ECON174-01, 경제의통계분석(영강),이진혁 ECON174-01,15,15,48,16,29,15,7,15,5,9,104,61 + 9,99,61
ECON174-02, 경제의통계분석,조성택 ECON174-02,0,16,15,17,24,17,4,17,0,3,43,67 + 3,43,67
ECON201-01, 미시경제이론,곽승준 ECON201-01,1,1,9,17,14,16,13,16,0,0,37,50 + 0,37,50
ECON201-02, 미시경제이론,윤기호 ECON201-02,3,1,29,23,36,23,22,23,0,0,90,70 + 0,90,70
ECON201-03, 미시경제이론(영강),김범수 ECON201-03,2,1,22,20,26,20,33,20,8,9,91,61 + 9,83,61
ECON201-04, 미시경제이론,전병헌 ECON201-04,1,1,3,44,12,44,5,43,0,6,21,132 + 6,21,132
ECON201-05, 미시경제이론,조용수 ECON201-05,6,1,39,44,30,44,20,43,0,6,95,132 + 6,95,132
ECON201-06, 미시경제이론,김석일 ECON201-06,11,1,40,19,23,19,7,19,1,2,82,58 + 2,81,58
ECON202-01, 거시경제이론,박철범 ECON202-01,3,1,16,45,15,45,11,45,1,6,46,136 + 6,45,136
ECON202-02, 거시경제이론,김진일 ECON202-02,1,1,10,22,14,22,10,22,0,3,35,67 + 3,35,67
ECON202-03, 거시경제이론,조성일 ECON202-03,1,1,9,31,27,30,30,30,0,4,67,92 + 4,67,92
ECON202-04, 거시경제이론(영강), ECON202-04,1,1,9,41,16,41,15,41,5,18,46,124 + 18,41,124
ECON244-00, 노동시장론,최훈 ECON244-00,0,1,25,32,50,32,60,31,0,4,135,96 + 4,135,96
ECON301-01, 계량경제학I(영강),박상수 ECON301-01,0,1,7,19,12,19,5,20,0,8,24,59 + 8,24,59
ECON301-02, 계량경제학I(영강),한치록 ECON301-02,0,0,9,2,44,30,41,21,5,7,99,53 + 7,94,53
ECON302-00, 계량경제학II(영강),김덕파 ECON302-00,0,1,1,30,7,32,26,32,3,14,37,95 + 14,34,95
ECON324-00, 전략과정보의경제학(영강),조원기 ECON324-00,0,1,9,31,27,32,39,32,4,14,79,96 + 14,75,96
ECON329-00, 한국경제사,이헌창 ECON329-00,4,1,10,31,20,32,23,32,1,4,58,96 + 4,57,96
ECON330-00, 정보의비대칭성과유인설계(영강),유승한 ECON330-00,0,1,0,19,4,19,21,20,2,8,27,59 + 8,25,59
ECON331-01, 화폐금융론,신관호 ECON331-01,0,1,17,34,50,34,67,35,4,5,138,104 + 5,134,104
ECON331-02, 화폐금융론(영강),RYOO HEA JIN ECON331-02,0,1,27,27,59,28,65,28,19,12,170,84 + 12,151,84
ECON333-00, 재정학(영강),이우진 ECON333-00,0,1,17,27,51,28,50,28,0,12,118,84 + 12,118,84
ECON334-00, 조세론(영강),이삼호 ECON334-00,0,1,13,27,48,28,52,28,1,12,114,84 + 12,113,84
ECON335-01, 국제금융론(영강),Tomoo Kikuchi ECON335-01,0,1,2,27,10,28,18,28,9,12,39,84 + 12,30,84
ECON335-02, 국제금융론,조성일 ECON335-02,0,1,8,22,23,22,34,22,0,3,65,67 + 3,65,67
ECON336-00, 국제무역론(영강),이홍식 ECON336-00,0,1,10,20,30,20,60,20,2,9,102,61 + 9,100,61
ECON339-00, 경제발전론,강성진 ECON339-00,0,1,16,21,30,21,42,21,1,3,89,64 + 3,88,64
ECON351-00, 중국경제론,박이택 ECON351-00,5,1,30,22,64,22,76,22,0,3,175,67 + 3,175,67
ECON360-00, 지역도시경제론,최은철 ECON360-00,0,1,15,43,27,44,49,44,0,6,91,132 + 6,91,132
ECON371-00, 비주류의경제학,이상헌 ECON371-00,0,1,1,32,13,32,16,33,1,4,31,98 + 4,30,98
ECON374-00, 동서양고전의경제학,박이택 ECON374-00,1,1,29,22,34,22,24,22,0,3,88,67 + 3,88,67
ECON379-00, 보건의료경제학(영강),고강혁 ECON379-00,0,1,2,41,12,41,45,41,3,18,62,124 + 18,59,124
ECON384-00, 국제금융세미나(영강),강규호 ECON384-00,0,1,0,5,3,6,20,6,2,2,25,18 + 2,23,18
ECON434-00, 한국경제론,강태수 ECON434-00,1,1,10,43,34,44,64,44,0,6,109,132 + 6,109,132
ECON437-00, 북한경제론,고명덕 ECON437-00,2,1,1,22,5,22,8,22,0,3,16,67 + 3,16,67
ECON450-00, 화폐금융세미나(영강), ECON450-00,0,1,0,19,3,19,12,20,0,8,15,59 + 8,15,59
ECON457-00, 한국경제세미나,이국헌 ECON457-00,1,1,17,32,27,32,23,33,0,4,68,98 + 4,68,98
ECON460-00, 고급이론세미나(영강),한치록 ECON460-00,0,1,3,29,11,29,17,30,1,13,32,89 + 13,31,89
ECON466-00, 경제정책과프로그램효과의실증분석,이명재 ECON466-00,0,1,0,43,2,44,10,44,0,6,12,132 + 6,12,132
FNEG211-00, 사회과학도를위한계량금융,김상권 FNEG211-00,0,0,1,6,10,6,29,7,0,0,40,19 + 0,40,19
FNEG310-00, 파생금융상품론,김상권 FNEG310-00,0,0,0,6,13,6,28,7,1,0,42,19 + 0,41,19
POLI213-00, 서양고대.중세정치사상,김병곤 POLI213-00,0,5,36,30,22,30,16,30,0,0,74,95 + 0,74,95
POLI220-00, 시민정치론(영강),오현진 POLI220-00,2,1,15,18,17,19,24,19,9,8,67,57 + 8,58,57
POLI221-00, 동북아국제관계론,이신화 POLI221-00,4,5,7,25,8,25,11,25,0,0,30,80 + 0,30,80
POLI223-00, 정치학방법론(영강),김성은 POLI223-00,4,1,31,14,37,14,22,15,8,6,102,44 + 6,94,44
POLI228-00, 일본정치론(영강),김현경 POLI228-00,0,1,4,18,4,19,5,19,20,8,33,57 + 8,13,57
POLI230-00, 선거와투표행태,이내영 POLI230-00,1,5,7,25,9,25,6,25,0,0,23,80 + 0,23,80
POLI234-00, 비교정치개설,주형민 POLI234-00,1,5,23,30,36,30,21,30,0,0,81,95 + 0,81,95
POLI235-00, 중국외교정책론,이정남 POLI235-00,3,2,44,26,30,26,33,26,0,0,110,80 + 0,110,80
POLI313-00, 인권,김남국 POLI313-00,1,2,3,29,7,29,5,30,0,0,16,90 + 0,16,90
POLI317-00, 동남아시아정치론(영강),신재혁 POLI317-00,5,2,29,25,59,26,43,26,34,11,170,79 + 11,136,79
POLI326-00, 정치과정론(영강),지은주 POLI326-00,3,1,12,18,24,19,9,19,11,8,59,57 + 8,48,57
POLI331-00, 국제관계이론,이동선 POLI331-00,1,2,42,31,39,31,16,31,0,0,98,95 + 0,98,95
POLI333-00, 현대정치철학,조계원 POLI333-00,2,1,38,21,30,21,21,22,0,0,91,65 + 0,91,65
POLI338-00, 국제정치경제론,이용욱 POLI338-00,2,1,33,21,59,21,39,22,0,0,133,65 + 0,133,65
POLI342-00, 민주주의,정재관 POLI342-00,1,2,41,31,58,31,25,31,0,0,125,95 + 0,125,95
POLI350-00, 정치가론,박홍규 POLI350-00,1,1,4,21,4,21,6,22,0,0,15,65 + 0,15,65
POLI358-00, 세계의정치체제(영강), POLI358-00,1,1,5,18,21,19,17,19,8,8,52,57 + 8,44,57
POLI359-00, 여론과정치(영강),강우창 POLI359-00,1,1,7,22,16,23,13,24,5,10,42,70 + 10,37,70
POLI362-00, 헌정주의,오향미 POLI362-00,0,1,5,21,9,21,1,22,0,0,15,65 + 0,15,65
POLI433-00, 국제규범과제도(영강),김헌준 POLI433-00,1,1,3,18,7,19,11,19,10,8,32,57 + 8,22,57
STAT180-01, 통계계산소프트웨어(영강),정윤서 STAT180-01,4,1,24,21,10,11,3,4,4,5,45,37 + 5,41,37
STAT180-02, 통계계산소프트웨어,오찬욱 STAT180-02,3,3,43,25,27,8,4,4,0,0,77,40 + 0,77,40
STAT180-03, 통계계산소프트웨어,오찬욱 STAT180-03,0,1,2,15,18,19,2,5,0,0,22,40 + 0,22,40
STAT201-01, 통계수학(영강),최상범 STAT201-01,0,75,0,0,0,0,0,0,1,11,1,75 + 11,0,75
STAT201-02, 통계수학,조영경 STAT201-02,4,5,5,17,12,13,1,5,0,0,22,40 + 0,22,40
STAT221-00, 확률론입문(영강),최태련 STAT221-00,7,3,71,70,49,44,12,13,5,19,144,130 + 19,139,130
STAT232-00, 수리통계학(영강),송성주 STAT232-00,1,0,13,10,23,50,16,20,3,12,56,80 + 12,53,80
STAT241-00, 행렬이론,조영경 STAT241-00,0,1,1,10,12,20,2,9,0,0,15,40 + 0,15,40
STAT242-00, 사회과학을위한통계적방법(영강),정윤서 STAT242-00,1,5,14,50,21,40,14,10,0,15,50,105 + 15,50,105
STAT323-00, 통계계산방법,허명회 STAT323-00,0,0,8,4,35,26,30,13,0,0,73,43 + 0,73,43
STAT341-00, 실험계획법,이재원 STAT341-00,0,0,13,6,57,39,38,30,0,0,108,75 + 0,108,75
STAT342-00, 회귀분석,구자용 STAT342-00,1,0,51,14,31,36,15,18,0,0,98,68 + 0,98,68
STAT343-00, 범주형자료분석(영강),정환 STAT343-00,0,0,14,8,53,50,29,20,1,11,97,78 + 11,96,78
STAT401-00, 다변량통계분석(영강),송주원 STAT401-00,0,0,3,2,31,24,31,38,4,9,69,64 + 9,65,64
STAT409-00, 통계적데이터과학II(영강),신승준 STAT409-00,0,0,0,0,12,28,40,33,0,9,52,61 + 9,52,61
STAT421-00, 생명과학데이터분석,이재원 STAT421-00,0,0,0,1,14,15,27,22,0,0,41,38 + 0,41,38
STAT431-00, 통계학특강,박유성 STAT431-00,0,none,1,none,9,none,31,none,0,0,41,80 + 0,41,80
PAPP201-00, 조사방법론,박종민 PAPP201-00,0,0,48,40,53,40,32,0,0,0,133,80 + 0,133,80
PAPP203-00, 정책학,김두래 PAPP203-00,1,5,3,25,25,25,13,25,0,0,42,80 + 0,42,80
PAPP209-00, 행정이론,김다은 PAPP209-00,2,5,25,25,47,25,28,25,0,0,102,80 + 0,102,80
PAPP233-00, 인사행정,최상옥 PAPP233-00,8,5,50,25,61,25,43,25,0,0,162,80 + 0,162,80
PAPP240-00, 조직이론(영강),심동철 PAPP240-00,3,5,26,20,43,25,27,20,1,10,100,70 + 10,99,70
PAPP241-00, 공공철학과윤리,조계원 PAPP241-00,3,5,32,25,91,25,72,25,0,0,198,80 + 0,198,80
PAPP244-00, 민주주의와행정(영강),김선혁 PAPP244-00,3,5,27,20,25,25,20,20,5,10,80,70 + 10,75,70
PAPP346-00, 공공부문의경제적분석(영강),정해일 PAPP346-00,4,10,46,18,43,20,34,22,3,10,130,70 + 10,127,70
PAPP347-00, 공공관리(영강),김현준 PAPP347-00,0,0,1,12,7,20,16,21,0,7,24,53 + 7,24,53
PAPP351-00, 정부부패,최진욱 PAPP351-00,4,5,29,20,30,22,26,23,0,0,89,70 + 0,89,70
PAPP357-00, 환경정책(영강),이응균 PAPP357-00,1,5,7,20,6,20,6,25,5,10,25,70 + 10,20,70
PAPP363-00, 행정과법,임현 PAPP363-00,1,5,30,27,59,28,55,30,0,0,145,90 + 0,145,90
PAPP365-00, 갈등관리와협상,강지선 PAPP365-00,6,5,33,25,65,25,62,25,0,0,166,80 + 0,166,80
PAPP366-00, 정책분석및평가(영강),구교준 PAPP366-00,0,5,2,17,12,19,18,20,3,9,35,61 + 9,32,61
PAPP369-00, 지역개발론(영강),이용숙 PAPP369-00,0,5,5,20,15,20,14,25,4,10,38,70 + 10,34,70
PAPP371-01, 공공관리자를위한행정법I,임현 PAPP371-01,6,5,65,25,93,25,39,25,0,0,203,80 + 0,203,80
PAPP371-02, 공공관리자를위한행정법I,박종준 PAPP371-02,1,5,27,25,33,25,17,25,0,0,78,80 + 0,78,80
CYDF170-00, 과목 3,황석중 CYDF170-00,0,none,0,none,1,none,20,none,0,0,21,50 + 0,21,50
CYDF171-00, 과목7,황석중 CYDF171-00,0,none,0,none,0,none,0,none,0,0,0,50 + 0,0,50
CYDF172-00, 과목13,강찬옥 CYDF172-00,1,none,19,none,0,none,0,none,0,0,20,50 + 0,20,50
CYDF202-00, 과목 6(영강),김승주 CYDF202-00,0,none,0,none,0,none,0,none,0,0,0,50 + 0,0,50
CYDF206-00, 과목11(영강),이중희 CYDF206-00,0,none,0,none,0,none,0,none,0,0,0,50 + 0,0,50
CYDF211-00, 과목18,조상현 CYDF211-00,0,none,20,none,1,none,2,none,0,0,23,50 + 0,23,50
CYDF217-00, 과목52(영강),홍석희 CYDF217-00,0,none,17,none,3,none,0,none,0,0,20,50 + 0,20,50
CYDF301-00, 과목27,최성주 CYDF301-00,1,none,4,none,17,none,0,none,0,0,22,50 + 0,22,50
CYDF303-00, 과목29,장남수 CYDF303-00,0,none,21,none,2,none,0,none,0,0,23,50 + 0,23,50
CYDF311-00, 과목37(영강),김휘강 CYDF311-00,0,none,1,none,22,none,0,none,0,0,23,50 + 0,23,50
CYDF312-00, 과목39(영강),정익래 CYDF312-00,1,none,22,none,0,none,0,none,0,0,23,50 + 0,23,50
CYDF321-00, 과목53(영강),노희준 CYDF321-00,0,none,4,none,17,none,1,none,0,0,22,50 + 0,22,50
CYDF323-00, 과목79,강찬옥 CYDF323-00,0,none,2,none,22,none,0,none,0,0,24,50 + 0,24,50
CYDF324-00, 과목80,이혁 CYDF324-00,0,none,3,none,14,none,1,none,0,0,18,50 + 0,18,50
