courseNum,courseName,profName,1reg,1quota,2reg,2quota,3reg,3quota,4reg,4quota,exreg,exquota,totalreg,totalquota,reg,quota
SAEK241-00, 스포츠종목별트레이닝론lll, SAEK241-00,8,none,4,none,0,none,0,none,0,0,12,40 + 0,12,40
SAEK243-00, 대교경기lll, SAEK243-00,8,none,4,none,0,none,0,none,0,0,12,40 + 0,12,40
SAEK249-01, 수영교수법,전선영 SAEK249-01,0,none,0,none,0,none,0,none,0,0,0,25 + 0,0,25
SAEK249-02, 수영교수법,전선영 SAEK249-02,0,none,0,none,0,none,0,none,0,0,0,25 + 0,0,25
SAEK252-00, 테니스교수법,유정인 SAEK252-00,0,none,0,none,0,none,0,none,0,0,0,25 + 0,0,25
SAEK265-00, 여가레크리에이션교육론,김매이 SAEK265-00,11,none,6,none,0,none,0,none,0,0,17,42 + 0,17,42
SAEK267-00, 스포츠경영학,김진세 SAEK267-00,7,none,0,none,0,none,0,none,0,0,7,42 + 0,7,42
SAEK270-00, 구급및안전관리,서경호 SAEK270-00,11,none,8,none,4,none,0,none,0,0,23,42 + 0,23,42
SAEK272-00, 생활체육론,전선영 SAEK272-00,1,none,13,none,7,none,0,none,0,0,21,42 + 0,21,42
SAEK273-00, 스쿼시교수법,서경호 SAEK273-00,1,none,4,none,3,none,0,none,0,0,8,25 + 0,8,25
SAEK276-00, 융복합시대의스포츠진로탐색및교육,김재진 SAEK276-00,3,none,2,none,3,none,16,none,0,0,24,39 + 0,24,39
SAEK305-00, 체육교과교육론,박정호 SAEK305-00,0,none,9,none,2,none,0,none,0,0,11,42 + 0,11,42
SAEK309-00, 트레이닝방법론,서경호 SAEK309-00,0,none,8,none,3,none,0,none,0,0,11,42 + 0,11,42
SAEK331-00, 스포츠종목별트레이닝론V, SAEK331-00,0,none,6,none,6,none,1,none,0,0,13,40 + 0,13,40
SAEK333-00, 대교경기V, SAEK333-00,0,none,6,none,6,none,0,none,0,0,12,40 + 0,12,40
SAEK369-00, 체육측정및평가,김대현 SAEK369-00,3,none,9,none,5,none,0,none,0,0,17,42 + 0,17,42
SAEK407-00, 스포츠일어I,정연길 SAEK407-00,0,none,0,none,2,none,11,none,0,0,13,42 + 0,13,42
SAEK414-00, 보건교육론,임예현 SAEK414-00,0,none,0,none,2,none,16,none,0,0,18,34 + 0,18,34
SAEK431-00, 스포츠종목별트레이닝론VII, SAEK431-00,0,none,0,none,3,none,15,none,0,0,18,40 + 0,18,40
SAEK433-00, 대교경기VII, SAEK433-00,0,none,0,none,3,none,15,none,0,0,18,40 + 0,18,40
SAEK465-00, 스포츠사회학,이해령 SAEK465-00,0,none,0,none,2,none,14,none,0,0,16,42 + 0,16,42
FADM303-00, 패션저널리즘,이윤정 FADM303-00,0,none,1,none,6,none,6,none,0,0,13,35 + 0,13,35
FADM305-00, 패션액세서리디자인,김유로 FADM305-00,0,none,1,none,18,none,14,none,0,0,33,20 + 0,33,20
DISS112-00, 조사방법론(영강),오정훈 DISS112-00,3,none,10,none,3,none,4,none,0,5,20,35 + 5,20,35
DISS114-00, 국제통상원론(영강),박인원 DISS114-00,15,none,17,none,26,none,8,none,3,10,69,70 + 10,66,70
DISS122-00, 국제관계원론(영강),이진원 DISS122-00,7,none,50,none,34,none,9,none,14,10,114,70 + 10,100,70
DISS140-00, 세계화의이해(영강),서두원 DISS140-00,5,none,13,none,30,none,22,none,15,10,85,70 + 10,70,70
DISS212-00, 국제통상정책의이론과실제(영강),박성훈 DISS212-00,0,none,2,none,19,none,3,none,0,5,24,35 + 5,24,35
DISS215-00, 금융시장및금융기관(영강),이동은 DISS215-00,1,none,27,none,31,none,23,none,7,5,89,35 + 5,82,35
DISS223-00, 국제기구론(영강),정서용 DISS223-00,0,none,8,none,18,none,13,none,5,6,44,44 + 6,39,44
DISS241-00, 현대한국(영강),김은기 DISS241-00,1,none,4,none,18,none,11,none,65,10,99,70 + 10,34,70
DISS244-00, 유럽지역입문(영강),정세원 DISS244-00,2,none,30,none,31,none,18,none,8,6,89,44 + 6,81,44
DISS252-00, 국제경제법(영강),안호영 DISS252-00,0,none,7,none,18,none,18,none,4,5,47,35 + 5,43,35
DISS261-00, 기술.정보와사회(영강),곽도원 DISS261-00,0,none,19,none,7,none,10,none,3,6,39,44 + 6,36,44
DISS262-00, 동아시아문명의이해(영강),김선민 DISS262-00,0,none,9,none,10,none,21,none,27,5,67,35 + 5,40,35
DISS300-00, 인턴쉽I,강문성 DISS300-00,0,none,0,none,0,none,0,none,0,0,0,10 + 0,0,10
DISS301-00, 인턴쉽II,강문성 DISS301-00,0,none,0,none,0,none,0,none,0,0,0,10 + 0,0,10
DISS312-00, 세계화와경제개발(영강),강문성 DISS312-00,1,none,34,none,41,none,18,none,7,7,101,53 + 7,94,53
DISS320-00, 외교사(영강),김병기 DISS320-00,0,none,1,none,1,none,1,none,13,3,16,22 + 3,3,22
DISS328-00, 국제관계특강II(영강),손기영 DISS328-00,0,none,8,none,20,none,21,none,12,6,61,44 + 6,49,44
DISS329-00, 남북한관계론(영강),안인해 DISS329-00,1,none,1,none,5,none,10,none,38,5,55,35 + 5,17,35
DISS337-00, NGO와국제거버넌스(영강),남승현 DISS337-00,0,none,9,none,33,none,26,none,11,6,79,44 + 6,68,44
DISS338-00, 세계화와인권(영강),서창록 DISS338-00,0,none,19,none,17,none,10,none,27,5,73,35 + 5,46,35
DISS358-00, 전후일본과동아시아(영강),한정선 DISS358-00,1,none,5,none,13,none,9,none,22,5,50,35 + 5,28,35
DISS363-00, 글로벌빈곤(영강),James William Potter DISS363-00,0,none,4,none,13,none,7,none,18,5,42,35 + 5,24,35
DISS425-00, 한미관계(영강),김성한 DISS425-00,2,none,4,none,16,none,14,none,20,5,56,35 + 5,36,35
DISS427-00, 유럽연합의국제관계(영강),이재승 DISS427-00,0,none,8,none,10,none,15,none,7,6,40,44 + 6,33,44
DISS453-00, 세미나:세계화와주요이슈(영강),김은기 DISS453-00,1,none,1,none,9,none,9,none,11,3,31,22 + 3,20,22
DISS473-00, 국제개발특강I(영강),이승호 DISS473-00,0,none,3,none,13,none,20,none,8,5,44,35 + 5,36,35
DISS474-00, 국제개발특강II(영강),James William Potter DISS474-00,1,none,1,none,3,none,1,none,4,2,10,18 + 2,6,18
DISS475-00, 국제분쟁해결(영강),김석준 DISS475-00,0,none,1,none,4,none,4,none,11,5,20,35 + 5,9,35
DISS476-00, 지속가능발전의주요이슈(영강),임시정 DISS476-00,1,none,2,none,13,none,12,none,2,2,30,18 + 2,28,18
GLKS201-00, 서울의이해,박은숙 GLKS201-00,0,none,20,none,49,none,13,none,0,0,82,80 + 0,82,80
GLKS206-00, 세계속의한국문화,강성우 GLKS206-00,0,none,19,none,82,none,33,none,0,0,134,120 + 0,134,120
GLKS207-00, 한국경영의이해,홍가혜 GLKS207-00,0,none,15,none,79,none,29,none,0,0,123,120 + 0,123,120
GLKS208-00, 한국사회의이해,강성우 GLKS208-00,0,none,10,none,72,none,55,none,0,0,137,120 + 0,137,120
GLKS209-00, 한국사상의이해,김문용 GLKS209-00,0,none,8,none,55,none,65,none,0,0,128,80 + 0,128,80
GLKS301-00, 국제개발협력,강규원 GLKS301-00,0,none,7,none,56,none,41,none,0,0,104,120 + 0,104,120
ARDE200-01, 2D기초조형,이종민 ARDE200-01,4,25,0,0,0,0,0,0,0,0,4,25 + 0,4,25
ARDE200-02, 2D기초조형,구본아 ARDE200-02,0,none,1,none,5,none,3,none,0,0,9,30 + 0,9,30
ARDE212-01, 디자인표현기법,권민성 ARDE212-01,0,30,0,0,0,0,0,0,0,0,0,30 + 0,0,30
ARDE212-02, 디자인표현기법,권민성 ARDE212-02,3,30,0,0,0,0,0,0,0,0,3,30 + 0,3,30
ARDE223-01, 제품디자인스튜디오ㅣ,인치호 ARDE223-01,0,0,8,20,0,0,0,0,0,0,8,20 + 0,8,20
ARDE223-02, 제품디자인스튜디오ㅣ,인치호 ARDE223-02,0,0,28,20,0,0,0,0,0,0,28,20 + 0,28,20
ARDE225-00, 디자인과발상,김현 ARDE225-00,0,0,9,30,0,0,0,0,0,0,9,30 + 0,9,30
ARDE228-00, 재료와프로세스(영강),김보섭 ARDE228-00,0,0,29,31,0,0,0,0,1,4,30,31 + 4,29,31
ARDE229-00, 기초정보디자인,안민지 ARDE229-00,0,0,33,25,0,0,0,0,0,0,33,25 + 0,33,25
ARDE230-00, 인터랙티브컴퓨팅,이태일 ARDE230-00,0,0,20,30,3,0,1,0,0,0,24,30 + 0,24,30
ARDE235-00, 종이&섬유,정두희 ARDE235-00,2,0,11,20,15,5,6,5,0,0,34,30 + 0,34,30
ARDE270-01, 기초디자인-2D(영강),김보섭 ARDE270-01,0,35,0,0,0,0,0,0,0,0,0,35 + 0,0,35
ARDE270-02, 기초디자인-2D(영강),김보섭 ARDE270-02,4,35,0,0,0,0,0,0,0,0,4,35 + 0,4,35
ARDE289-00, 현대미술워크샵, ARDE289-00,0,15,0,0,0,0,0,0,0,0,0,15 + 0,0,15
ARDE290-00, 회화STUDIO I,김현철 ARDE290-00,0,0,6,10,0,0,0,0,0,0,6,10 + 0,6,10
ARDE292-00, 전통회화연구I,박현주 ARDE292-00,0,0,6,18,0,0,0,0,0,0,6,18 + 0,6,18
ARDE298-00, 미디어와공간,이종석 ARDE298-00,0,0,8,15,6,5,0,0,0,0,14,20 + 0,14,20
ARDE311-00, 제품디자인스튜디오lll(영강),권민성 ARDE311-00,0,0,0,0,35,40,0,0,0,0,35,40 + 0,35,40
ARDE313-00, 디자인인간요소(영강),박승민 ARDE313-00,0,0,0,0,26,26,0,0,3,3,29,26 + 3,26,26
ARDE322-00, 디자인방법론,유해영 ARDE322-00,0,0,0,0,14,20,0,0,0,0,14,20 + 0,14,20
ARDE324-00, 인터랙션디자인,이태일 ARDE324-00,0,0,5,0,8,30,0,0,0,0,13,30 + 0,13,30
ARDE327-00, 공공디자인,염성업 ARDE327-00,0,0,0,0,13,25,0,0,0,0,13,25 + 0,13,25
ARDE338-00, 한국화ll-색채기법,정종미 ARDE338-00,0,0,8,8,18,12,0,0,0,0,26,20 + 0,26,20
ARDE343-00, 현대회화기법,정종미 ARDE343-00,0,0,19,12,21,8,0,0,0,0,40,20 + 0,40,20
ARDE370-00, 신조형I,박성태 ARDE370-00,0,0,0,0,10,20,0,0,0,0,10,20 + 0,10,20
ARDE374-00, 미술사I,백인산 ARDE374-00,0,0,0,0,21,25,0,0,0,0,21,25 + 0,21,25
ARDE378-00, 현대창작실기I(영강),지상덕 ARDE378-00,0,none,12,none,10,none,4,none,5,6,31,44 + 6,26,44
ARDE414-00, 디지털디자인프로젝트,박한진 ARDE414-00,0,0,0,0,0,0,19,20,0,0,19,20 + 0,19,20
ARDE415-00, 제품시스템디자인(종합설계)(영강),김보섭 ARDE415-00,0,0,0,0,0,0,42,50,0,0,42,50 + 0,42,50
ARDE417-00, 제품개발(종합설계)(영강),박승민 ARDE417-00,0,0,0,0,0,0,42,45,0,0,42,45 + 0,42,45
ARDE425-00, 디자인브랜딩,김영민 ARDE425-00,0,0,0,0,4,5,4,25,0,0,8,30 + 0,8,30
ARDE435-00, 한국화스튜디오l,정종미 ARDE435-00,0,0,0,0,0,0,15,20,0,0,15,20 + 0,15,20
ARDE463-00, 평면스튜디오,김홍식 ARDE463-00,0,0,0,0,0,0,4,20,0,0,4,20 + 0,4,20
ARDE464-00, 개별창작스튜디오(영강),이예승 ARDE464-00,0,0,0,0,0,0,12,22,0,0,12,22 + 0,12,22
ARDE468-00, 한국미술세미나,송희경 ARDE468-00,0,0,0,0,0,0,3,20,0,0,3,20 + 0,3,20
COLA200-01, 인문융합세미나,권보드래 COLA200-01,0,none,2,none,1,none,2,none,0,0,5,20 + 0,5,20
COLA200-02, 인문융합세미나,"윤인진,강성진 김헌준,최호근 COLA200-02",1,none,2,none,0,none,2,none,0,0,5,20 + 0,5,20
COLA200-03, 인문융합세미나,"송상헌,정유진 주형준,이재훈 COLA200-03",1,none,12,none,6,none,10,none,0,0,29,20 + 0,29,20
EMLA214-00, 기초스페인어,조혜진 EMLA214-00,0,none,6,none,12,none,0,none,0,1,18,29 + 1,18,29
EMLA215-00, 기초포르투갈어, EMLA215-00,0,none,0,none,7,none,5,none,0,1,12,34 + 1,12,34
EMLA217-00, 라틴아메리카의경제,김순성 EMLA217-00,0,none,3,none,23,none,19,none,0,3,45,67 + 3,45,67
EMLA311-00, 라틴아메리카와국제투자,장석영 EMLA311-00,0,none,6,none,17,none,5,none,0,2,28,48 + 2,28,48
EMLA312-00, 라틴아메리카인적자원관리,유다선 EMLA312-00,0,none,0,none,5,none,5,none,0,2,10,48 + 2,10,48
GLEA201-00, 동아시아학의이해,"박대재,김수미 김영근 GLEA201-00",0,none,0,none,6,none,13,none,0,2,19,50 + 2,19,50
LBNC201-00," 언어,뇌,컴퓨터의이해",홍정하 LBNC201-00,0,none,7,none,8,none,7,none,0,1,22,34 + 1,22,34
STSR201-00, 대중의과학이해(PUS)와과학커뮤니케이션,송인주 STSR201-00,0,none,1,none,4,none,6,none,0,1,11,29 + 1,11,29
STSR203-00, 과학기술과위험사회,송인주 STSR203-00,0,none,0,none,4,none,4,none,0,1,8,29 + 1,8,29
KORE003-00, 무제강좌(영강),Jeffrey Holliday KORE003-00,1,none,4,none,3,none,15,none,4,4,27,30 + 4,23,30
KORE201-02, 한국문학의이해,엄태웅 KORE201-02,0,none,6,none,12,none,29,none,0,4,47,96 + 4,47,96
KORE201-03, 한국문학의이해,박영민 KORE201-03,2,none,2,none,10,none,3,none,2,4,19,80 + 4,17,80
KORE201-04, 한국문학의이해,박경남 KORE201-04,0,none,1,none,9,none,25,none,0,4,35,80 + 4,35,80
KORE211-00, 현대희곡론,이상우 KORE211-00,3,15,32,15,38,20,56,20,1,3,130,70 + 3,129,70
KORE215-01, 고전문학사,강상순 KORE215-01,2,none,23,none,31,none,14,none,0,4,70,80 + 4,70,80
KORE215-02, 고전문학사, KORE215-02,0,none,2,none,40,none,79,none,0,4,121,80 + 4,121,80
KORE217-00, 구비문학론,김혜정 KORE217-00,3,none,26,none,9,none,8,none,0,3,46,70 + 3,46,70
KORE219-00, 고전소설론,엄태웅 KORE219-00,2,none,37,none,45,none,30,none,0,4,114,86 + 4,114,86
KORE223-02, 현대소설론,박헌호 KORE223-02,0,none,1,none,16,none,22,none,0,3,39,70 + 3,39,70
KORE227-00, 국어교과교육론,안찬원 KORE227-00,0,none,13,none,9,none,13,none,1,1,36,30 + 1,35,30
KORE228-00, 국어교과교재연구및지도법,안찬원 KORE228-00,0,none,3,none,7,none,0,none,0,1,10,30 + 1,10,30
KORE231-00, 한국어음운의이해,조민하 KORE231-00,0,none,4,none,12,none,6,none,1,3,23,70 + 3,22,70
KORE236-00, 한국어의미의이해,김숙정 KORE236-00,0,none,15,none,17,none,12,none,4,2,48,50 + 2,44,50
KORE305-00, 소설창작연습,강헌국 KORE305-00,0,none,5,none,14,none,13,none,0,1,32,30 + 1,32,30
KORE317-02, 외국어로서의한국어교육,장미정 KORE317-02,1,none,5,none,11,none,3,none,0,3,20,70 + 3,20,70
KORE317-03, 외국어로서의한국어교육,손혜진 KORE317-03,0,none,4,none,38,none,115,none,0,4,157,80 + 4,157,80
KORE411-00, 향가와고려가요,장정수 KORE411-00,0,none,0,none,8,none,8,none,0,3,16,60 + 3,16,60
KORE413-00, 한문산문강독,정우봉 KORE413-00,1,4,19,21,40,28,32,28,1,4,93,81 + 4,92,81
KORE426-00, 한국어정책론,정유남 KORE426-00,0,none,7,none,15,none,22,none,1,2,45,50 + 2,44,50
RUSS201-01, 중급러시아어I(외국어강의),김진규 RUSS201-01,3,none,10,none,2,none,0,none,0,1,15,29 + 1,15,29
RUSS201-02, 중급러시아어I(외국어강의),최정현 RUSS201-02,1,none,32,none,3,none,6,none,0,1,42,29 + 1,42,29
RUSS205-00, 러시아문학기행,이명현 RUSS205-00,0,none,34,none,10,none,12,none,0,2,56,58 + 2,56,58
RUSS207-01, 중급러시아어회화I(외국어강의),Valentina A Bojko RUSS207-01,2,none,29,none,0,none,3,none,0,1,34,24 + 1,34,24
RUSS207-02, 중급러시아어회화I(외국어강의),Valentina A Bojko RUSS207-02,1,none,6,none,1,none,0,none,0,1,8,24 + 1,8,24
RUSS213-00, 러시아어의구조,김진원 RUSS213-00,1,none,26,none,6,none,4,none,0,2,37,43 + 2,37,43
RUSS218-00, 러시아문학과영상예술I, RUSS218-00,0,none,3,none,5,none,5,none,0,0,13,60 + 0,13,60
RUSS257-00, 러시아정교와사상,임혜영 RUSS257-00,0,none,2,none,0,none,4,none,0,1,6,29 + 1,6,29
RUSS259-00, 러시아역사세미나,김주연 RUSS259-00,1,none,6,none,7,none,5,none,0,1,19,27 + 1,19,27
RUSS331-00, 러시아문학강독과번역I,김혜란 RUSS331-00,1,none,4,none,2,none,1,none,0,0,8,19 + 0,8,19
RUSS363-00, 고급러시아어회화I(외국어강의),Valentina A Bojko RUSS363-00,1,none,10,none,4,none,5,none,0,1,20,24 + 1,20,24
RUSS369-00, 러시아사회의이해,허승철 RUSS369-00,1,none,9,none,0,none,2,none,0,2,12,48 + 2,12,48
RUSS370-00, 러시아문학사I,최정현 RUSS370-00,0,none,5,none,4,none,5,none,0,1,14,39 + 1,14,39
RUSS373-01, 고급러시아어I(외국어강의),김진규 RUSS373-01,1,none,1,none,1,none,2,none,0,1,5,24 + 1,5,24
RUSS373-02, 고급러시아어I(외국어강의),정영주 RUSS373-02,1,none,6,none,15,none,14,none,0,1,36,24 + 1,36,24
RUSS380-00, 중앙아시아역사와민속문화,윤성학 RUSS380-00,0,none,1,none,0,none,0,none,0,1,1,34 + 1,1,34
RUSS381-00, 러시아문화사,최진희 RUSS381-00,2,none,10,none,6,none,7,none,0,1,25,39 + 1,25,39
RUSS451-00, 도스토예프스키,임혜영 RUSS451-00,0,none,4,none,3,none,6,none,0,1,13,24 + 1,13,24
RUSS463-00, 러시아어교과교육론,정지윤 RUSS463-00,2,none,23,none,2,none,8,none,0,1,35,29 + 1,35,29
RUSS475-00, 시사러시아어연습I(외국어강의),Valentina A Bojko RUSS475-00,2,none,2,none,0,none,2,none,0,1,6,24 + 1,6,24
RUSS483-00, 러시아어토르플I(외국어강의),안대섭 RUSS483-00,0,none,1,none,2,none,3,none,0,1,6,34 + 1,6,34
RUSS485-00, 러시아어교과논리및논술,손재은 RUSS485-00,0,none,0,none,4,none,1,none,0,1,5,24 + 1,5,24
RUSS490-00, 러시아예술과문화산업,정영주 RUSS490-00,0,none,10,none,8,none,18,none,0,1,36,29 + 1,36,29
RUSS492-00, 동북아시아와한러관계사,윤성학 RUSS492-00,1,none,1,none,2,none,0,none,0,1,4,34 + 1,4,34
RUSS493-00, 인턴십Ⅰ,김진규 RUSS493-00,0,none,0,none,0,none,0,none,0,0,0,0 + 0,0,0
RUSS494-00, 인턴십Ⅱ,김진규 RUSS494-00,0,none,0,none,0,none,0,none,0,0,0,0 + 0,0,0
GERM203-00, 독어학개론,박성철 GERM203-00,0,none,7,none,3,none,3,none,0,1,13,25 + 1,13,25
GERM205-00, 독문학개론,신지영 GERM205-00,1,none,23,none,8,none,1,none,0,1,33,25 + 1,33,25
GERM222-00, 광고로읽는독일문화,김용현 GERM222-00,0,4,5,6,6,15,9,0,0,1,20,25 + 1,20,25
GERM227-00, 독일문화의이해,김용현 GERM227-00,0,4,1,6,1,15,1,0,1,1,4,25 + 1,3,25
GERM237-00, 독어어휘연습I(외국어강의),전지선 GERM237-00,0,1,2,18,2,3,2,5,0,1,6,27 + 1,6,27
GERM303-00, 독시선독,김재혁 GERM303-00,0,none,15,none,14,none,3,none,0,1,32,33 + 1,32,33
GERM323-00, 독일어권문화와예술,이정린 GERM323-00,0,none,9,none,17,none,15,none,0,1,41,25 + 1,41,25
GERM335-00, 독일어권정치경제개관,이정린 GERM335-00,0,none,6,none,1,none,4,none,0,1,11,25 + 1,11,25
GERM339-00, 독일문화산업,신지영 GERM339-00,0,none,6,none,23,none,20,none,0,1,49,29 + 1,49,29
GERM349-00, 독해와문법Ⅰ,김재영 GERM349-00,1,none,32,none,18,none,8,none,1,1,60,25 + 1,59,25
GERM351-01, 독어 CEFR B I-I(외국어강의),Harald Gaerber GERM351-01,1,none,16,none,6,none,7,none,1,1,31,25 + 1,30,25
GERM351-02, 독어 CEFR B I-I(외국어강의),Malte Kelpin GERM351-02,2,none,15,none,5,none,8,none,0,1,30,25 + 1,30,25
GERM367-00, 독일어작문(외국어강의),Christoph Seifener GERM367-00,0,none,7,none,8,none,0,none,1,1,16,25 + 1,15,25
GERM371-00, 독일지역학,이은희 GERM371-00,1,none,4,none,10,none,2,none,0,1,17,25 + 1,17,25
GERM411-00, 독일현대연극(외국어강의),Christoph Seifener GERM411-00,1,none,2,none,2,none,3,none,0,1,8,25 + 1,8,25
GERM431-00, 시사번역,김인순 GERM431-00,0,none,1,none,7,none,3,none,0,1,11,25 + 1,11,25
GERM453-00, 한독문화비교(외국어강의),한운석 GERM453-00,0,none,0,none,0,none,1,none,2,1,3,25 + 1,1,25
GERM461-00, 통일전후의독일문화,이은희 GERM461-00,0,none,12,none,16,none,12,none,0,1,40,29 + 1,40,29
GERM463-00, 인턴십Ⅰ,김용현 GERM463-00,0,none,0,none,0,none,0,none,0,0,0,0 + 0,0,0
GERM464-00, 인턴십Ⅱ,김용현 GERM464-00,0,none,0,none,0,none,0,none,0,0,0,0 + 0,0,0
FRAN209-00, 프랑스어문법,강충룡 FRAN209-00,1,none,2,none,2,none,11,none,0,1,16,34 + 1,16,34
FRAN211-00, 프랑스어말하기(외국어강의),Jeanmaire Guillaume FRAN211-00,2,none,10,none,15,none,8,none,0,1,35,34 + 1,35,34
FRAN213-00, 번역프랑스문학,지영래 FRAN213-00,1,none,5,none,7,none,1,none,0,1,14,34 + 1,14,34
FRAN215-00, 집중프랑스어(외국어강의),조준형 FRAN215-00,2,none,26,none,13,none,10,none,0,1,51,34 + 1,51,34
FRAN231-00, 프랑스문학의이해,조재룡 FRAN231-00,2,20,9,6,10,5,5,3,0,1,26,34 + 1,26,34
FRAN233-00, 프랑스어의이해,이영훈 FRAN233-00,1,20,5,6,6,5,4,3,0,1,16,34 + 1,16,34
FRAN335-00, 프랑스문학사I(외국어강의),이순희 FRAN335-00,1,none,20,none,23,none,11,none,0,2,55,43 + 2,55,43
FRAN337-00, 불한대조분석(외국어강의),Jeanmaire Guillaume FRAN337-00,0,none,2,none,7,none,13,none,0,1,22,34 + 1,22,34
FRAN339-00, 프랑스시와번역,손주경 FRAN339-00,0,none,5,none,3,none,1,none,0,1,9,34 + 1,9,34
FRAN349-00, 번역의이해,이영훈 FRAN349-00,0,none,2,none,2,none,1,none,0,1,5,34 + 1,5,34
FRAN351-00, 프랑스시의이해,손주경 FRAN351-00,1,none,13,none,5,none,1,none,0,1,20,34 + 1,20,34
FRAN353-00, 프랑스희곡과시나리오(외국어강의),이순희 FRAN353-00,1,none,22,none,19,none,23,none,0,2,65,43 + 2,65,43
FRAN355-00, 프랑스의언어와역사,조준형 FRAN355-00,1,none,9,none,9,none,6,none,0,1,25,34 + 1,25,34
FRAN357-00, 프랑스현대소설(외국어강의),지영래 FRAN357-00,0,none,6,none,11,none,5,none,0,1,22,34 + 1,22,34
FRAN359-00, 프랑스문화산업,조주은 FRAN359-00,0,none,19,none,42,none,24,none,1,2,86,43 + 2,85,43
FRAN427-00, 프랑스어교과교육론(외국어강의),Simon Kim FRAN427-00,0,none,5,none,8,none,5,none,0,1,18,34 + 1,18,34
FRAN431-00, 번역과글쓰기,조재룡 FRAN431-00,0,none,21,none,7,none,4,none,0,1,32,34 + 1,32,34
FRAN437-00, 프랑스어실용작문(외국어강의),Simon Kim FRAN437-00,0,none,3,none,10,none,12,none,1,1,26,34 + 1,25,34
HOEW201-00, 역사학개론,최호근 HOEW201-00,3,none,8,none,52,none,41,none,0,8,104,160 + 8,104,160
HOEW202-00, 동아시아사입문,조명철 HOEW202-00,3,none,10,none,11,none,17,none,0,7,41,150 + 7,41,150
HOEW305-00, 중국문명과제국체제,김호 HOEW305-00,4,none,13,none,9,none,15,none,0,2,41,50 + 2,41,50
HOEW307-00, 중국근세사,이훈 HOEW307-00,5,none,34,none,21,none,19,none,0,4,79,88 + 4,79,88
HOEW311-00, 서양고대사,손태창 HOEW311-00,0,none,13,none,5,none,10,none,0,2,28,40 + 2,28,40
HOEW313-00, 서양근세사,염운옥 HOEW313-00,1,none,3,none,5,none,9,none,0,1,18,34 + 1,18,34
HOEW315-00, 서양최근세사,최호근 HOEW315-00,0,none,3,none,4,none,16,none,2,2,25,55 + 2,23,55
HOEW363-00, 영국문화사(영강),주의돈 HOEW363-00,1,none,2,none,2,none,3,none,7,5,15,35 + 5,8,35
HOEW365-00, 독일문화사,한해정 HOEW365-00,0,none,3,none,3,none,6,none,0,2,12,45 + 2,12,45
HOEW367-00, 미국문화사(영강),신지혜 HOEW367-00,0,none,1,none,0,none,3,none,7,6,11,40 + 6,4,40
HOEW401-00, 일본사,송완범 HOEW401-00,0,none,6,none,3,none,4,none,1,2,14,40 + 2,13,40
HOEW403-00, 인도사, HOEW403-00,1,none,4,none,5,none,5,none,0,2,15,40 + 2,15,40
HOEW409-00, 동아시아현대사,박상수 HOEW409-00,1,none,5,none,16,none,22,none,0,2,44,50 + 2,44,50
HOEW411-00, 중세교회와세속문화,홍용진 HOEW411-00,6,none,12,none,15,none,27,none,0,3,60,60 + 3,60,60
HOEW417-00, 서양의자본주의와제국주의,민경현 HOEW417-00,5,none,10,none,7,none,15,none,0,1,37,30 + 1,37,30
HOEW421-00, 중국사특강Ⅰ(외국어강의),김준 HOEW421-00,3,none,25,none,25,none,42,none,0,2,95,48 + 2,95,48
HOEW431-00, 서양사특강Ⅰ(영강),NACHAROVA EKATERINA HOEW431-00,1,none,0,none,0,none,1,none,9,5,11,35 + 5,2,35
HOEW450-00, 중국문화사(영강),손경탁 HOEW450-00,1,none,2,none,2,none,4,none,13,6,22,44 + 6,9,44
HOEW454-00, 일본사특강,이형식 HOEW454-00,0,none,2,none,1,none,11,none,0,2,14,48 + 2,14,48
HOEW459-00, 동아시아사사료선독,권용철 HOEW459-00,3,none,22,none,22,none,20,none,0,2,67,50 + 2,67,50
SOCI207-00, 현대사회학이론,박형신 SOCI207-00,2,none,19,none,64,none,36,none,0,3,121,70 + 3,121,70
SOCI236-00, 가족사회학,임인숙 SOCI236-00,0,none,2,none,2,none,3,none,1,3,8,70 + 3,7,70
SOCI240-00, 사회심리학,윤인진 SOCI240-00,3,none,41,none,23,none,17,none,3,3,87,70 + 3,84,70
SOCI242-00, 사회문제론(영강), SOCI242-00,1,none,8,none,5,none,10,none,15,7,39,50 + 7,24,50
SOCI264-00, 복지사회학,정승국 SOCI264-00,0,none,2,none,7,none,20,none,1,3,30,70 + 3,29,70
SOCI273-00, 북한사회의이해,조한범 SOCI273-00,0,none,21,none,34,none,42,none,2,3,99,70 + 3,97,70
SOCI290-00, 사회학으로의초대,김원섭 SOCI290-00,4,100,0,0,0,0,0,0,0,0,4,100 + 0,4,100
SOCI291-01, 사회학적상상력,박길성 SOCI291-01,5,100,0,0,0,0,0,0,0,0,5,100 + 0,5,100
SOCI291-02, 사회학적상상력,장안식 SOCI291-02,1,none,8,none,30,none,26,none,0,3,65,70 + 3,65,70
SOCI292-00, 사회학발달사,박수호 SOCI292-00,3,none,46,none,16,none,8,none,0,3,73,70 + 3,73,70
SOCI294-00, 사회조사방법,김선업 SOCI294-00,5,none,28,none,14,none,8,none,0,3,55,70 + 3,55,70
SOCI295-01, 사회통계(영강),이명진 SOCI295-01,3,none,19,none,8,none,3,none,6,7,39,50 + 7,33,50
